time_s,pos_turns,pos_deg,normalized,velocity_turns_s,commanded_torque_Nm,desired_torque_Nm,torque_estimate_Nm,input_iq_A,effective_current_lim_A,motor_temp_C,fet_temp_C,vbus_V,ibus_A,power_elec_W,power_mech_W,power_loss_W,active_errors
80.170,-0.23443,-84.4,0.000,0.030,0.0000,0.0000,0.0005,0.000,40.000,41.1,43.6,18.25,-0.000,-0.00,-0.00,0.00,0
80.198,-0.23303,-83.9,0.000,0.072,0.0000,0.0000,-0.0043,0.000,40.000,41.1,43.5,18.26,-0.000,-0.00,0.00,0.00,0
80.230,-0.22998,-82.8,0.000,0.124,0.0000,0.0000,-0.0016,0.000,40.000,41.1,43.5,18.26,-0.000,-0.00,0.00,-0.00,0
80.255,-0.22610,-81.4,0.000,0.181,0.0000,0.0000,0.0007,0.000,40.000,41.1,43.5,18.27,0.000,-0.00,-0.01,-0.00,0
80.281,-0.22095,-79.5,0.000,0.207,0.0000,0.0000,0.0042,0.000,40.000,41.1,43.5,18.26,0.000,-0.00,-0.00,0.00,0
80.311,-0.21615,-77.8,0.000,0.111,0.0000,0.0000,-0.0010,0.000,40.000,41.1,43.5,18.26,0.000,-0.00,0.00,0.00,0
80.342,-0.21496,-77.4,0.001,-0.014,-0.1000,-1.0000,-0.0735,0.000,40.000,41.1,43.5,18.27,0.015,0.51,0.02,0.63,0
80.374,-0.21720,-78.2,0.000,-0.083,0.0000,0.0000,-0.0238,0.000,40.000,41.1,43.5,18.26,0.006,0.13,0.00,0.08,0
80.407,-0.21881,-78.8,0.000,-0.029,0.0000,0.0000,-0.0017,0.000,40.000,41.1,43.5,18.27,-0.000,0.00,0.00,0.00,0
80.437,-0.21901,-78.8,0.000,0.012,0.0000,0.0000,-0.0011,0.000,40.000,41.1,43.5,18.27,-0.000,0.00,-0.00,-0.00,0
80.465,-0.21874,-78.7,0.000,0.017,0.0000,0.0000,-0.0011,0.000,40.000,41.1,43.5,18.27,-0.000,-0.00,0.00,0.00,0
80.495,-0.21807,-78.5,0.000,0.019,0.0000,0.0000,-0.0007,0.000,40.000,41.1,43.5,18.26,0.000,-0.00,0.00,-0.00,0
80.524,-0.21759,-78.3,0.000,0.009,0.0000,0.0000,-0.0077,0.000,40.000,41.1,43.5,18.27,0.000,0.00,0.00,0.00,0
80.555,-0.21753,-78.3,0.000,0.000,0.0000,0.0000,0.0027,0.000,40.000,41.1,43.5,18.26,0.000,0.00,0.00,-0.00,0
80.581,-0.21753,-78.3,0.000,-0.000,0.0000,0.0000,0.0024,0.000,40.000,41.1,43.5,18.26,0.000,0.00,-0.00,-0.00,0
80.607,-0.21753,-78.3,0.000,0.000,0.0000,0.0000,0.0065,0.000,40.000,41.0,43.5,18.26,-0.000,0.00,-0.00,0.00,0
80.637,-0.21753,-78.3,0.000,0.000,0.0000,0.0000,0.0083,0.000,40.000,41.0,43.4,18.26,-0.000,0.00,-0.00,-0.00,0
80.665,-0.21756,-78.3,0.000,-0.006,0.0000,0.0000,-0.0064,0.000,40.000,41.0,43.4,18.27,0.000,-0.00,-0.00,0.00,0
80.695,-0.21765,-78.4,0.000,-0.008,0.0000,0.0000,-0.0010,0.000,40.000,41.0,43.4,18.27,-0.000,0.00,-0.00,0.00,0
80.724,-0.21765,-78.4,0.000,-0.000,0.0000,0.0000,-0.0044,0.000,40.000,41.0,43.4,18.26,-0.000,-0.00,-0.00,-0.00,0
80.753,-0.21771,-78.4,0.000,0.000,0.0000,0.0000,0.0038,0.000,40.000,41.0,43.4,18.27,-0.000,0.00,-0.00,0.00,0
80.781,-0.21777,-78.4,0.000,-0.000,0.0000,0.0000,-0.0024,0.000,40.000,41.0,43.4,18.26,-0.000,-0.00,0.00,-0.00,0
80.807,-0.21789,-78.4,0.000,-0.011,0.0000,0.0000,-0.0101,0.000,40.000,41.0,43.4,18.26,-0.000,0.00,-0.00,0.00,0
80.832,-0.21795,-78.5,0.000,-0.003,0.0000,0.0000,0.0019,0.000,40.000,41.0,43.4,18.26,0.000,-0.00,-0.00,0.00,0
80.857,-0.21801,-78.5,0.000,-0.008,0.0000,0.0000,0.0010,0.000,40.000,41.0,43.4,18.26,-0.000,-0.00,-0.00,-0.00,0
80.887,-0.21821,-78.6,0.000,-0.010,0.0000,0.0000,0.0038,0.000,40.000,41.0,43.4,18.26,-0.000,-0.00,0.00,-0.00,0
80.916,-0.21861,-78.7,0.000,-0.013,0.0000,0.0000,0.0023,0.000,40.000,41.0,43.4,18.26,-0.000,-0.00,0.00,-0.00,0
80.942,-0.21912,-78.9,0.000,-0.024,0.0000,0.0000,-0.0013,0.000,40.000,41.0,43.4,18.26,0.000,0.00,-0.00,0.00,0
80.969,-0.21961,-79.1,0.000,-0.019,0.0000,0.0000,0.0025,0.000,40.000,41.0,43.4,18.26,-0.000,0.00,0.00,0.00,0
80.998,-0.22009,-79.2,0.000,-0.012,0.0000,0.0000,0.0042,0.000,40.000,41.0,43.4,18.27,0.000,-0.00,-0.00,0.00,0
81.028,-0.22044,-79.4,0.000,-0.013,0.0000,0.0000,0.0016,0.000,40.000,41.0,43.4,18.26,-0.000,-0.00,0.00,-0.00,0
81.057,-0.22060,-79.4,0.000,0.001,0.0000,0.0000,0.0029,0.000,40.000,41.0,43.4,18.27,-0.000,0.00,0.00,0.00,0
81.087,-0.22061,-79.4,0.000,-0.001,0.0000,0.0000,0.0019,0.000,40.000,41.0,43.4,18.26,0.000,-0.00,-0.00,-0.00,0
81.115,-0.22064,-79.4,0.000,0.003,0.0000,0.0000,-0.0010,0.000,40.000,41.0,43.3,18.27,0.000,0.00,-0.00,-0.00,0
81.144,-0.22063,-79.4,0.000,0.001,0.0000,0.0000,-0.0031,0.000,40.000,41.0,43.3,18.27,-0.000,-0.00,-0.00,0.00,0
81.174,-0.22063,-79.4,0.000,-0.002,0.0000,0.0000,-0.0018,0.000,40.000,41.0,43.3,18.27,0.000,-0.00,-0.00,-0.00,0
81.204,-0.22062,-79.4,0.000,0.002,0.0000,0.0000,-0.0057,0.000,40.000,41.0,43.3,18.26,-0.000,0.00,0.00,0.00,0
81.231,-0.22063,-79.4,0.000,-0.002,0.0000,0.0000,0.0037,0.000,40.000,41.0,43.3,18.27,-0.000,0.00,0.00,0.00,0
81.261,-0.22062,-79.4,0.000,0.012,0.0000,0.0000,0.0027,0.000,40.000,41.0,43.3,18.26,-0.000,0.00,-0.00,-0.00,0
81.291,-0.22064,-79.4,0.000,-0.005,0.0000,0.0000,0.0029,0.000,40.000,41.0,43.3,18.26,-0.000,0.00,-0.00,0.00,0
81.321,-0.22062,-79.4,0.000,-0.005,0.0000,0.0000,0.0029,0.000,40.000,41.0,43.3,18.26,0.000,0.00,-0.00,0.00,0
81.351,-0.22063,-79.4,0.000,0.000,0.0000,0.0000,0.0018,0.000,40.000,41.0,43.3,18.27,0.000,0.00,0.00,0.00,0
81.377,-0.22064,-79.4,0.000,-0.003,0.0000,0.0000,0.0044,0.000,40.000,41.0,43.3,18.26,-0.000,-0.00,0.00,0.00,0
81.406,-0.22064,-79.4,0.000,0.001,0.0000,0.0000,-0.0060,0.000,40.000,41.0,43.3,18.26,-0.000,0.00,0.00,0.00,0
81.431,-0.22063,-79.4,0.000,0.004,0.0000,0.0000,0.0007,0.000,40.000,41.0,43.3,18.26,0.000,0.00,0.00,0.00,0
81.461,-0.22064,-79.4,0.000,-0.003,0.0000,0.0000,0.0001,0.000,40.000,41.0,43.3,18.26,-0.000,-0.00,0.00,0.00,0
81.490,-0.22063,-79.4,0.000,-0.001,0.0000,0.0000,-0.0096,0.000,40.000,40.9,43.3,18.27,0.000,0.00,0.00,0.00,0
81.520,-0.22064,-79.4,0.000,-0.002,0.0000,0.0000,-0.0013,0.000,40.000,40.9,43.3,18.26,0.000,-0.00,0.00,-0.00,0
81.549,-0.22064,-79.4,0.000,-0.003,0.0000,0.0000,0.0033,0.000,40.000,40.9,43.3,18.27,0.000,0.00,-0.00,0.00,0
81.579,-0.22064,-79.4,0.000,-0.003,0.0000,0.0000,0.0004,0.000,40.000,40.9,43.2,18.27,-0.000,-0.00,0.00,0.00,0
81.609,-0.22063,-79.4,0.000,0.001,0.0000,0.0000,-0.0000,0.000,40.000,40.9,43.2,18.26,0.000,-0.00,-0.00,-0.00,0
81.638,-0.22064,-79.4,0.000,0.004,0.0000,0.0000,-0.0022,0.000,40.000,40.9,43.2,18.26,-0.000,-0.00,0.00,0.00,0
81.666,-0.22063,-79.4,0.000,-0.002,0.0000,0.0000,-0.0007,0.000,40.000,40.9,43.2,18.27,-0.000,-0.00,0.00,0.00,0
81.692,-0.22064,-79.4,0.000,-0.001,0.0000,0.0000,0.0055,0.000,40.000,40.9,43.2,18.27,0.000,0.00,0.00,-0.01,0
81.723,-0.22064,-79.4,0.000,-0.001,0.0000,0.0000,0.0025,0.000,40.000,40.9,43.2,18.27,-0.000,0.00,-0.00,0.00,0
81.753,-0.22064,-79.4,0.000,-0.001,0.0000,0.0000,0.0003,0.000,40.000,40.9,43.2,18.27,-0.000,-0.00,0.00,0.00,0
81.780,-0.22064,-79.4,0.000,-0.001,0.0000,0.0000,0.0030,0.000,40.000,40.9,43.2,18.27,-0.000,-0.00,-0.00,0.00,0
81.810,-0.22061,-79.4,0.000,0.005,0.0000,0.0000,-0.0027,0.000,40.000,40.9,43.2,18.27,-0.000,0.00,-0.00,0.00,0
81.835,-0.22061,-79.4,0.000,0.000,0.0000,0.0000,-0.0040,0.000,40.000,40.9,43.2,18.27,-0.000,-0.00,-0.00,0.00,0
81.861,-0.22064,-79.4,0.000,0.007,0.0000,0.0000,-0.0097,0.000,40.000,40.9,43.2,18.27,-0.000,0.00,0.00,0.00,0
81.889,-0.22064,-79.4,0.000,0.004,0.0000,0.0000,-0.0048,0.000,40.000,40.9,43.2,18.26,-0.000,0.00,0.00,0.00,0
81.918,-0.22064,-79.4,0.000,-0.000,0.0000,0.0000,-0.0002,0.000,40.000,40.9,43.2,18.27,0.000,-0.00,-0.00,0.00,0
81.947,-0.22064,-79.4,0.000,-0.001,0.0000,0.0000,0.0059,0.000,40.000,40.9,43.2,18.27,-0.000,-0.00,0.00,0.00,0
81.977,-0.22064,-79.4,0.000,0.000,0.0000,0.0000,0.0139,0.000,40.000,40.9,43.2,18.27,-0.000,0.00,-0.00,-0.00,0
82.006,-0.22064,-79.4,0.000,0.000,0.0000,0.0000,-0.0016,0.000,40.000,40.9,43.2,18.26,-0.000,0.00,-0.00,-0.00,0
82.031,-0.22064,-79.4,0.000,-0.001,0.0000,0.0000,-0.0003,0.000,40.000,40.9,43.2,18.27,0.000,0.00,0.00,-0.00,0
82.060,-0.22063,-79.4,0.000,0.002,0.0000,0.0000,0.0002,0.000,40.000,40.9,43.2,18.26,-0.000,-0.00,-0.00,-0.00,0
82.087,-0.22060,-79.4,0.000,0.013,0.0000,0.0000,0.0021,0.000,40.000,40.9,43.1,18.27,0.000,-0.00,0.00,0.00,0
82.115,-0.22052,-79.4,0.000,0.005,0.0000,0.0000,-0.0005,0.000,40.000,40.9,43.1,18.27,0.000,0.00,-0.00,0.00,0
82.145,-0.22039,-79.3,0.000,0.007,0.0000,0.0000,0.0025,0.000,40.000,40.9,43.1,18.27,0.000,-0.00,0.00,0.00,0
82.176,-0.22022,-79.3,0.000,-0.005,0.0000,0.0000,0.0015,0.000,40.000,40.9,43.1,18.27,0.000,-0.00,-0.00,-0.00,0
82.206,-0.22028,-79.3,0.000,-0.001,0.0000,0.0000,-0.0012,0.000,40.000,40.9,43.1,18.27,-0.000,0.00,-0.00,-0.00,0
82.236,-0.22029,-79.3,0.000,-0.001,0.0000,0.0000,-0.0036,0.000,40.000,40.8,43.1,18.27,0.000,-0.00,0.00,-0.00,0
82.266,-0.22028,-79.3,0.000,0.000,0.0000,0.0000,0.0005,0.000,40.000,40.8,43.1,18.27,-0.000,-0.00,0.00,-0.00,0
82.295,-0.22028,-79.3,0.000,0.000,0.0000,0.0000,0.0071,0.000,40.000,40.8,43.1,18.27,0.000,0.00,0.00,-0.00,0
82.321,-0.22028,-79.3,0.000,-0.000,0.0000,0.0000,0.0010,0.000,40.000,40.8,43.1,18.27,0.000,0.00,-0.00,-0.00,0
82.351,-0.22028,-79.3,0.000,-0.000,0.0000,0.0000,0.0031,0.000,40.000,40.8,43.1,18.27,0.000,-0.00,-0.00,-0.00,0
82.381,-0.22028,-79.3,0.000,0.002,0.0000,0.0000,0.0033,0.000,40.000,40.8,43.1,18.26,-0.000,-0.00,-0.00,0.00,0
82.411,-0.22028,-79.3,0.000,0.002,0.0000,0.0000,-0.0008,0.000,40.000,40.8,43.1,18.27,-0.000,0.00,0.00,-0.00,0
82.442,-0.22029,-79.3,0.000,-0.001,0.0000,0.0000,-0.0002,0.000,40.000,40.8,43.1,18.27,0.000,0.00,0.00,0.00,0
82.472,-0.22031,-79.3,0.000,-0.007,0.0000,0.0000,0.0016,0.000,40.000,40.8,43.1,18.28,-0.000,-0.00,0.00,0.00,0
82.498,-0.22033,-79.3,0.000,-0.001,0.0000,0.0000,0.0018,0.000,40.000,40.8,43.1,18.27,0.000,0.00,0.00,0.00,0
82.528,-0.22034,-79.3,0.000,-0.000,0.0000,0.0000,-0.0017,0.000,40.000,40.8,43.1,18.26,-0.000,0.00,0.00,0.00,0
82.558,-0.22034,-79.3,0.000,0.002,0.0000,0.0000,-0.0013,0.000,40.000,40.8,43.1,18.27,0.000,0.00,0.00,-0.00,0
82.588,-0.22036,-79.3,0.000,-0.006,0.0000,0.0000,-0.0000,0.000,40.000,40.8,43.1,18.27,0.000,0.00,0.00,-0.00,0
82.615,-0.22041,-79.3,0.000,-0.006,0.0000,0.0000,-0.0075,0.000,40.000,40.8,43.0,18.26,-0.000,-0.00,-0.00,0.00,0
82.645,-0.22052,-79.4,0.000,0.002,0.0000,0.0000,0.0057,0.000,40.000,40.8,43.0,18.27,-0.000,0.00,-0.00,-0.00,0
82.674,-0.22052,-79.4,0.000,0.000,0.0000,0.0000,-0.0003,0.000,40.000,40.8,43.0,18.26,0.000,-0.00,-0.00,-0.00,0
82.703,-0.22052,-79.4,0.000,-0.000,0.0000,0.0000,0.0017,0.000,40.000,40.8,43.0,18.26,-0.000,0.00,-0.00,-0.00,0
82.731,-0.22053,-79.4,0.000,-0.001,0.0000,0.0000,0.0017,0.000,40.000,40.8,43.0,18.27,-0.000,0.00,-0.00,-0.00,0
82.761,-0.22052,-79.4,0.000,-0.004,0.0000,0.0000,-0.0027,0.000,40.000,40.8,43.0,18.27,0.000,-0.00,-0.00,-0.00,0
82.789,-0.22052,-79.4,0.000,0.004,0.0000,0.0000,-0.0072,0.000,40.000,40.8,43.0,18.27,-0.000,0.00,-0.00,-0.00,0
82.815,-0.22052,-79.4,0.000,-0.004,0.0000,0.0000,-0.0064,0.000,40.000,40.8,43.0,18.26,-0.000,0.00,-0.00,-0.00,0
82.845,-0.22053,-79.4,0.000,0.002,0.0000,0.0000,-0.0056,0.000,40.000,40.8,43.0,18.27,0.000,-0.00,0.00,0.00,0
82.874,-0.22039,-79.3,0.000,-0.005,0.0000,0.0000,-0.0021,0.000,40.000,40.8,43.0,18.26,-0.000,-0.00,0.00,0.00,0
82.904,-0.22046,-79.4,0.000,-0.003,0.0000,0.0000,0.0005,0.000,40.000,40.7,43.0,18.27,-0.000,0.00,0.00,-0.00,0
82.931,-0.22064,-79.4,0.000,-0.005,0.0000,0.0000,0.0055,0.000,40.000,40.7,43.0,18.26,0.000,0.00,-0.00,-0.00,0
82.962,-0.22071,-79.5,0.000,0.000,0.0000,0.0000,-0.0039,0.000,40.000,40.7,43.0,18.26,0.000,0.00,-0.00,0.00,0
82.992,-0.22070,-79.5,0.000,0.004,0.0000,0.0000,-0.0032,0.000,40.000,40.7,43.0,18.27,-0.000,-0.00,0.00,-0.00,0
83.023,-0.22064,-79.4,0.000,0.009,0.0000,0.0000,0.0007,0.000,40.000,40.7,43.0,18.27,-0.000,-0.00,0.00,0.00,0
83.055,-0.22015,-79.3,0.000,0.023,0.0000,0.0000,-0.0064,0.000,40.000,40.7,43.0,18.27,0.000,-0.00,0.00,-0.00,0
83.081,-0.21930,-78.9,0.000,0.034,0.0000,0.0000,-0.0040,0.000,40.000,40.7,43.0,18.27,0.000,0.00,-0.00,-0.00,0
83.111,-0.21807,-78.5,0.000,0.023,0.0000,0.0000,0.0005,0.000,40.000,40.7,43.0,18.27,-0.000,0.00,0.00,-0.00,0
83.141,-0.21845,-78.6,0.000,-0.031,0.0000,0.0000,-0.0006,0.000,40.000,40.7,42.9,18.27,0.000,-0.00,0.00,0.00,0
83.172,-0.21893,-78.8,0.000,-0.001,0.0000,0.0000,-0.0005,0.000,40.000,40.7,42.9,18.27,0.000,0.00,-0.00,-0.00,0
83.202,-0.21938,-79.0,0.000,-0.032,0.0000,0.0000,0.0010,0.000,40.000,40.7,42.9,18.27,-0.000,-0.00,-0.00,-0.00,0
83.232,-0.22114,-79.6,0.000,-0.066,0.0000,0.0000,-0.0002,0.000,40.000,40.7,42.9,18.27,-0.000,0.00,0.00,0.00,0
83.263,-0.22419,-80.7,0.000,-0.115,0.0000,0.0000,0.0032,0.000,40.000,40.7,42.9,18.27,-0.000,-0.00,-0.00,0.00,0
83.293,-0.22769,-82.0,0.000,-0.118,0.0000,0.0000,-0.0052,0.000,40.000,40.7,42.9,18.27,0.000,0.00,0.00,-0.00,0
83.322,-0.23036,-82.9,0.000,-0.053,0.0000,0.0000,0.0014,0.000,40.000,40.7,42.9,18.27,0.000,-0.00,-0.00,-0.00,0
83.352,-0.23071,-83.1,0.000,0.002,0.0000,0.0000,-0.0066,0.000,40.000,40.7,42.9,18.27,0.000,0.00,-0.00,-0.00,0
83.380,-0.23160,-83.4,0.000,-0.058,0.0000,0.0000,0.0001,0.000,40.000,40.7,42.9,18.27,0.000,0.00,0.00,-0.00,0
83.413,-0.23341,-84.0,0.000,-0.038,0.0000,0.0000,-0.0013,0.000,40.000,40.7,42.9,18.28,-0.000,-0.00,-0.00,-0.00,0
83.444,-0.23413,-84.3,0.000,-0.007,0.0000,0.0000,-0.0084,0.000,40.000,40.7,42.9,18.27,0.000,-0.00,0.00,0.00,0
83.474,-0.23432,-84.4,0.000,-0.003,0.0000,0.0000,0.0009,0.000,40.000,40.7,42.9,18.27,0.000,-0.00,0.00,-0.00,0
83.504,-0.23203,-83.5,0.000,0.146,0.0000,0.0000,-0.0021,0.000,40.000,40.7,42.9,18.27,0.000,-0.00,-0.00,0.00,0
83.532,-0.22650,-81.5,0.000,0.222,0.0000,0.0000,-0.0027,0.000,40.000,40.7,42.9,18.27,-0.000,-0.00,0.00,-0.00,0
83.564,-0.21904,-78.9,0.000,0.255,0.0000,0.0000,0.0017,0.000,40.000,40.6,42.9,18.26,0.000,0.00,-0.01,-0.01,0
83.596,-0.21011,-75.6,0.016,0.276,-0.1000,-1.0000,-0.0677,0.000,40.000,40.6,42.9,18.27,0.012,0.38,-0.09,0.63,0
83.629,-0.20231,-72.8,0.039,0.239,-0.2000,-1.0000,-0.2113,0.000,40.000,40.6,42.9,18.26,0.153,2.68,-0.19,2.99,0
83.662,-0.19500,-70.2,0.061,0.224,-0.3000,-1.0000,-0.3016,0.000,40.000,40.6,42.9,18.26,0.283,5.08,-0.27,5.19,0
83.692,-0.18962,-68.3,0.077,0.229,-0.4000,-1.0000,-0.4016,0.000,40.000,40.6,42.8,18.25,0.427,7.40,-0.41,7.59,0
83.722,-0.18120,-65.2,0.103,0.323,-0.5000,-1.0000,-0.5168,0.000,40.000,40.6,42.8,18.24,0.619,10.66,-0.97,11.48,0
83.753,-0.16913,-60.9,0.139,0.401,-0.6000,-1.0000,-0.6083,0.000,40.000,40.6,42.8,18.22,0.700,12.14,-1.21,13.28,0
83.782,-0.15833,-57.0,0.171,0.387,-0.7000,-1.0000,-0.7092,0.000,40.000,40.6,42.8,18.22,0.901,15.49,-1.33,16.21,0
83.814,-0.14601,-52.6,0.208,0.451,-0.8000,-1.0000,-0.8108,0.000,40.000,40.6,42.8,18.21,1.064,18.41,-1.94,19.85,0
83.844,-0.13204,-47.5,0.250,0.474,-0.9000,-1.0000,-0.9096,0.000,40.000,40.6,42.8,18.16,1.471,26.20,-2.29,28.00,0
83.872,-0.11877,-42.8,0.290,0.464,-1.0000,-1.0000,-1.0105,0.000,40.000,40.6,42.8,18.12,1.834,32.51,-2.60,34.78,0
83.899,-0.10621,-38.2,0.328,0.487,-1.0000,-1.0000,-1.0107,0.000,40.000,40.6,42.8,18.11,1.769,31.72,-2.95,34.50,0
83.931,-0.08961,-32.3,0.377,0.521,-1.0000,-1.0000,-0.9944,0.000,40.000,40.6,42.8,18.14,1.470,26.51,-3.23,29.64,0
83.963,-0.07251,-26.1,0.429,0.515,-1.0000,-1.0000,-0.9780,0.000,40.000,40.6,42.8,18.15,1.375,24.98,-3.33,28.47,0
83.996,-0.05389,-19.4,0.485,0.588,-1.0000,-1.0000,-0.9983,0.000,40.000,40.6,42.8,18.12,1.707,31.03,-3.73,34.93,0
84.029,-0.03357,-12.1,0.545,0.689,-1.0000,-1.0000,-1.0074,0.000,40.000,40.6,42.8,18.12,1.655,29.76,-4.51,34.02,0
84.061,-0.00930,-3.3,0.618,0.803,-1.0000,-1.0000,-1.0088,0.000,40.000,40.6,42.8,18.15,1.355,24.53,-5.20,29.63,0
84.089,0.01430,5.1,0.689,0.851,-1.0000,-1.0000,-0.9961,0.000,40.000,40.6,42.8,18.13,1.640,29.98,-5.36,35.31,0
84.116,0.03748,13.5,0.759,0.874,-1.0000,-1.0000,-1.0125,0.000,40.000,40.6,42.8,18.12,1.671,29.78,-5.55,35.00,0
84.147,0.06413,23.1,0.839,0.785,-1.0000,-1.0000,-1.0021,0.000,40.000,40.6,42.8,18.14,1.360,24.88,-4.86,29.67,0
84.177,0.08457,30.4,0.900,0.604,-1.0000,-1.0000,-0.9910,0.000,40.000,40.6,42.8,18.12,1.655,30.31,-3.67,34.09,0
84.206,0.09894,35.6,0.943,0.439,-1.0000,-1.0000,-0.9993,0.000,40.000,40.6,42.8,18.10,1.789,32.26,-2.60,35.26,0
84.237,0.10892,39.2,0.973,0.208,-1.0000,-1.0000,-0.9995,0.000,40.000,40.5,42.8,18.11,1.779,31.94,-1.19,33.20,0
84.265,0.11299,40.7,0.985,0.095,-1.0000,-1.0000,-1.0000,0.000,40.000,40.5,42.8,18.10,1.710,31.04,-0.41,31.51,0
84.295,0.11320,40.8,0.986,-0.047,-1.0000,-1.0000,-0.9979,0.000,40.000,40.5,42.8,18.11,1.734,31.50,0.45,31.19,0
84.325,0.10835,39.0,0.971,-0.255,-1.0000,-1.0000,-0.9970,0.000,40.000,40.5,42.8,18.10,1.864,33.84,1.71,32.14,0
84.357,0.09733,35.0,0.938,-0.421,-1.0000,-1.0000,-0.9993,0.000,40.000,40.5,42.8,18.09,1.884,33.85,2.84,31.24,0
84.387,0.08163,29.4,0.891,-0.599,-1.0000,-1.0000,-1.0112,0.000,40.000,40.5,42.8,18.08,1.804,32.22,3.96,28.09,0
84.416,0.06056,21.8,0.828,-0.790,-1.0000,-1.0000,-1.0014,0.000,40.000,40.5,42.8,18.11,1.645,29.75,5.01,24.94,0
84.444,0.03770,13.6,0.759,-0.930,-1.0000,-1.0000,-0.9974,0.000,40.000,40.5,42.8,18.07,2.010,36.64,5.88,30.88,0
84.474,0.00731,2.6,0.668,-1.108,-1.0000,-1.0000,-1.0189,0.000,40.000,40.5,42.8,18.10,1.795,32.06,7.20,24.22,0
84.504,-0.02844,-10.2,0.561,-1.192,-1.0000,-1.0000,-0.9923,0.000,40.000,40.5,42.8,18.08,1.944,35.96,7.49,28.67,0
84.536,-0.06807,-24.5,0.442,-1.269,-1.0000,-1.0000,-0.9958,0.000,40.000,40.5,42.8,18.09,1.693,30.29,7.85,22.21,0
84.565,-0.10346,-37.2,0.336,-1.183,-1.0000,-1.0000,-0.9996,0.000,40.000,40.5,42.8,18.07,2.036,37.05,7.42,29.76,0
84.597,-0.13916,-50.1,0.229,-0.954,-1.0000,-1.0000,-0.9944,0.000,40.000,40.5,42.8,18.09,1.638,29.15,5.68,23.53,0
84.629,-0.16302,-58.7,0.157,-0.584,-1.0000,-1.0000,-1.0066,0.000,40.000,40.5,42.8,18.10,1.659,30.26,3.95,26.39,0
84.659,-0.17843,-64.2,0.111,-0.464,-1.0000,-1.0000,-0.9947,0.000,40.000,40.5,42.8,18.08,1.907,34.58,2.84,31.85,0
84.689,-0.19026,-68.5,0.075,-0.321,-1.0000,-1.0000,-0.9955,0.000,40.000,40.5,42.8,18.09,1.850,33.42,1.85,31.70,0
84.715,-0.19484,-70.1,0.062,-0.052,-1.0000,-1.0000,-0.9940,0.000,40.000,40.5,42.8,18.09,1.810,32.64,0.07,32.46,0
84.745,-0.19160,-69.0,0.071,0.219,-1.0000,-1.0000,-1.0029,0.000,40.000,40.5,42.8,18.09,1.756,32.02,-1.59,33.43,0
84.778,-0.18127,-65.3,0.102,0.387,-1.0000,-1.0000,-1.0064,0.000,40.000,40.5,42.8,18.09,1.792,32.04,-2.54,34.78,0
84.811,-0.16713,-60.2,0.145,0.475,-1.0000,-1.0000,-0.9990,0.000,40.000,40.5,42.8,18.11,1.501,27.07,-3.15,30.01,0
84.843,-0.15003,-54.0,0.196,0.600,-1.0000,-1.0000,-1.0055,0.000,40.000,40.5,42.8,18.13,1.371,24.94,-3.91,28.82,0
84.873,-0.13042,-47.0,0.255,0.687,-1.0000,-1.0000,-0.9910,0.000,40.000,40.5,42.8,18.12,1.641,29.98,-4.24,34.26,0
84.898,-0.11320,-40.8,0.307,0.713,-1.0000,-1.0000,-0.9997,0.000,40.000,40.5,42.8,18.11,1.790,32.43,-4.33,36.68,0
84.928,-0.09187,-33.1,0.371,0.695,-1.0000,-1.0000,-1.0038,0.000,40.000,40.5,42.8,18.12,1.455,26.18,-4.52,30.56,0
84.960,-0.06867,-24.7,0.440,0.727,-1.0000,-1.0000,-0.9921,0.000,40.000,40.4,42.8,18.13,1.468,26.90,-4.72,31.52,0
84.990,-0.04683,-16.9,0.506,0.720,-1.0000,-1.0000,-0.9950,0.000,40.000,40.4,42.8,18.11,1.708,31.24,-4.48,36.03,0
85.022,-0.02362,-8.5,0.575,0.738,-1.0000,-1.0000,-1.0106,0.000,40.000,40.4,42.9,18.12,1.464,26.47,-4.66,31.19,0
85.048,-0.00513,-1.8,0.631,0.717,-1.0000,-1.0000,-1.0017,0.000,40.000,40.4,42.9,18.12,1.358,24.58,-4.45,29.09,0
85.079,0.01575,5.7,0.693,0.642,-1.0000,-1.0000,-0.9950,0.000,40.000,40.4,42.9,18.12,1.692,30.67,-4.08,34.79,0
85.109,0.03538,12.7,0.752,0.648,-1.0000,-1.0000,-1.0082,0.000,40.000,40.4,42.9,18.10,1.759,31.70,-4.09,35.67,0
85.140,0.05515,19.9,0.812,0.594,-1.0000,-1.0000,-0.9975,0.000,40.000,40.4,42.9,18.13,1.450,26.34,-3.59,29.75,0
85.172,0.07079,25.5,0.859,0.403,-1.0000,-1.0000,-0.9975,0.000,40.000,40.4,42.9,18.13,1.404,25.52,-2.37,28.07,0
85.204,0.07924,28.5,0.884,0.150,-1.0000,-1.0000,-0.9945,0.000,40.000,40.4,42.9,18.12,1.636,29.43,-0.79,30.44,0
85.234,0.07937,28.6,0.884,-0.111,-1.0000,-1.0000,-0.9981,0.000,40.000,40.4,42.9,18.11,1.678,30.39,0.79,29.42,0
85.265,0.07201,25.9,0.862,-0.352,-1.0000,-1.0000,-1.0061,0.000,40.000,40.4,42.9,18.11,1.543,27.78,2.34,25.39,0
85.294,0.05872,21.1,0.822,-0.516,-1.0000,-1.0000,-0.9967,0.000,40.000,40.4,42.9,18.12,1.608,29.43,3.34,26.14,0
